date,inclination_deg,clear_sky_peak_wm2,clear_sky_daily_kwh_m2
2022-03-23,5,861.337,6.17095
2022-03-24,5,865.288,6.21838
2022-03-25,5,869.176,6.26548
2022-03-26,5,873.002,6.31223
2022-03-27,5,876.762,6.35864
2022-03-28,5,880.458,6.40467
2022-03-29,5,884.087,6.45031
2022-03-30,5,887.65,6.49555
2022-03-31,5,891.145,6.54037
2022-04-01,5,894.581,6.58477
2022-04-02,5,897.967,6.62873
2022-04-03,5,901.284,6.67224
2022-04-04,5,904.53,6.71528
2022-04-05,5,907.707,6.75785
2022-04-06,5,910.812,6.79992
2022-04-07,5,913.847,6.8415
2022-04-08,5,916.811,6.88257
2022-04-09,5,919.704,6.92312
2022-04-10,5,922.525,6.96315
2022-04-11,5,925.276,7.00263
2022-04-12,5,927.955,7.04157
2022-04-13,5,930.564,7.07996
2022-04-14,5,933.102,7.11779
2022-04-15,5,935.569,7.15505
2022-04-16,5,938.165,7.1938
2022-04-17,5,940.691,7.23198
2022-04-18,5,943.146,7.26957
2022-04-19,5,945.533,7.30657
2022-04-20,5,947.859,7.34299
2022-04-21,5,950.129,7.37882
2022-04-22,5,952.33,7.41404
2022-04-23,5,954.464,7.44866
2022-04-24,5,956.531,7.48267
2022-04-25,5,958.532,7.51606
2022-04-26,5,960.467,7.54883
2022-04-27,5,962.337,7.58098
2022-04-28,5,964.143,7.6125
2022-04-29,5,965.886,7.64339
2022-04-30,5,967.566,7.67364
2022-05-01,5,969.184,7.70324
2022-05-02,5,970.742,7.73221
2022-05-03,5,972.239,7.76053
2022-05-04,5,973.676,7.78821
2022-05-05,5,975.055,7.81523
2022-05-06,5,976.377,7.84159
2022-05-07,5,977.642,7.86729
2022-05-08,5,978.852,7.89234
2022-05-09,5,980.007,7.91674
2022-05-10,5,981.108,7.94047
2022-05-11,5,982.156,7.96354
2022-05-12,5,983.153,7.98594
2022-05-13,5,984.099,8.00768
2022-05-14,5,984.995,8.02877
2022-05-15,5,985.843,8.04919
2022-05-16,5,986.485,8.06722
2022-05-17,5,986.923,8.08285
2022-05-18,5,987.317,8.09782
2022-05-19,5,987.667,8.11213
2022-05-20,5,987.974,8.12578
2022-05-21,5,988.24,8.13878
2022-05-22,5,988.464,8.15113
2022-05-23,5,988.649,8.16282
2022-05-24,5,988.794,8.17385
2022-05-25,5,988.902,8.18422
2022-05-26,5,988.971,8.19394
2022-05-27,5,989.004,8.203
2022-05-28,5,989.002,8.21142
2022-05-29,5,988.964,8.21917
2022-05-30,5,988.892,8.22628
2022-05-31,5,988.786,8.23273
2022-06-01,5,988.648,8.23853
2022-06-02,5,988.477,8.24367
2022-06-03,5,988.275,8.24817
2022-06-04,5,988.042,8.25201
2022-06-05,5,987.779,8.25521
2022-06-06,5,987.487,8.25776
2022-06-07,5,987.165,8.25967
2022-06-08,5,986.826,8.26093
2022-06-09,5,986.464,8.26155
2022-06-10,5,986.075,8.26153
2022-06-11,5,985.66,8.26086
2022-06-12,5,985.218,8.25956
2022-06-13,5,984.75,8.25762
2022-06-14,5,984.256,8.25504
2022-06-15,5,983.737,8.25184
2022-06-16,5,983.864,8.25554
2022-06-17,5,983.965,8.25861
2022-06-18,5,984.041,8.26104
2022-06-19,5,984.092,8.26283
2022-06-20,5,984.118,8.264
2022-06-21,5,984.12,8.26453
2022-06-22,5,984.096,8.26442
2022-06-23,5,984.048,8.26369
2022-06-24,5,983.976,8.26232
2022-06-25,5,983.878,8.26032
2022-06-26,5,983.756,8.25769
2022-06-27,5,983.609,8.25443
2022-06-28,5,983.437,8.25054
2022-06-29,5,983.24,8.24602
2022-06-30,5,983.017,8.24087
2022-07-01,5,982.769,8.23509
2022-07-02,5,982.506,8.22868
2022-07-03,5,982.221,8.22165
2022-07-04,5,981.909,8.21399
2022-07-05,5,981.57,8.20571
2022-07-06,5,981.203,8.1968
2022-07-07,5,980.808,8.18726
2022-07-08,5,980.384,8.17711
2022-07-09,5,979.932,8.16633
2022-07-10,5,979.449,8.15493
2022-07-11,5,978.937,8.14291
2022-07-12,5,978.394,8.13027
2022-07-13,5,977.82,8.11702
2022-07-14,5,977.213,8.10315
2022-07-15,5,976.575,8.08867
2022-07-16,5,975.63,8.07054
2022-07-17,5,974.377,8.04878
2022-07-18,5,973.09,8.02641
2022-07-19,5,971.767,8.00343
2022-07-20,5,970.406,7.97985
2022-07-21,5,969.008,7.95567
2022-07-22,5,967.572,7.93088
2022-07-23,5,966.096,7.9055
2022-07-24,5,964.581,7.87952
2022-07-25,5,963.024,7.85293
2022-07-26,5,961.425,7.82575
2022-07-27,5,959.784,7.79798
2022-07-28,5,958.098,7.76961
2022-07-29,5,956.369,7.74065
2022-07-30,5,954.594,7.7111
2022-07-31,5,952.773,7.68097
2022-08-01,5,950.905,7.65025
2022-08-02,5,948.989,7.61894
2022-08-03,5,947.024,7.58706
2022-08-04,5,945.009,7.5546
2022-08-05,5,942.944,7.52157
2022-08-06,5,940.827,7.48797
2022-08-07,5,938.659,7.45379
2022-08-08,5,936.437,7.41906
2022-08-09,5,934.161,7.38376
2022-08-10,5,931.831,7.34791
2022-08-11,5,929.446,7.3115
2022-08-12,5,927.004,7.27454
2022-08-13,5,924.505,7.23704
2022-08-14,5,921.949,7.19898
2022-08-15,5,919.333,7.16039
2022-08-16,5,917.057,7.12541
2022-08-17,5,915.119,7.09403
2022-08-18,5,913.122,7.06209
2022-08-19,5,911.079,7.0296
2022-08-20,5,908.982,6.99656
2022-08-21,5,906.824,6.96297
2022-08-22,5,904.605,6.92885
2022-08-23,5,902.325,6.89418
2022-08-24,5,899.982,6.85899
2022-08-25,5,897.576,6.82327
2022-08-26,5,895.108,6.78704
2022-08-27,5,892.577,6.75029
2022-08-28,5,889.982,6.71304
2022-08-29,5,887.323,6.67529
2022-08-30,5,884.6,6.63706
2022-08-31,5,881.813,6.59834
2022-09-01,5,878.962,6.55915
2022-09-02,5,876.047,6.51949
2022-09-03,5,873.068,6.47938
2022-09-04,5,870.025,6.43882
2022-09-05,5,866.926,6.39782
2022-09-06,5,863.786,6.3564
2022-09-07,5,860.582,6.31455
2022-09-08,5,857.316,6.2723
2022-09-09,5,853.986,6.22965
2022-09-10,5,850.593,6.1866
2022-09-11,5,847.139,6.14317
2022-09-12,5,843.621,6.09937
2022-09-13,5,840.042,6.05521
2022-09-14,5,836.402,6.01069
2022-09-15,5,832.7,5.96582
2022-09-16,5,828.809,5.91937
2022-09-17,5,824.858,5.87261
2022-09-18,5,820.848,5.82555
2022-09-19,5,816.78,5.77819
2022-09-20,5,812.687,5.73056
2022-09-21,5,808.536,5.68266
2022-09-22,5,804.331,5.63451
2022-09-23,5,800.07,5.58612
2022-09-24,5,795.757,5.53752
2022-09-25,5,791.391,5.48871
2022-09-26,5,786.975,5.43972
2022-09-27,5,782.51,5.39055
2022-09-28,5,777.996,5.34122
2022-09-29,5,773.437,5.29176
2022-09-30,5,768.832,5.24218
2022-10-01,5,764.185,5.19249
2022-10-02,5,759.497,5.14272
2022-10-03,5,754.769,5.09287
2022-10-04,5,750.004,5.04298
2022-10-05,5,745.229,4.99306
2022-10-06,5,740.421,4.94313
2022-10-07,5,735.58,4.89319
2022-10-08,5,730.709,4.84328
2022-10-09,5,725.809,4.79341
2022-10-10,5,720.882,4.74359
2022-10-11,5,715.931,4.69384
2022-10-12,5,710.956,4.64418
2022-10-13,5,705.961,4.59463
2022-10-14,5,700.948,4.54521
2022-10-15,5,695.919,4.49593
2022-10-16,5,690.876,4.44682
2022-10-17,5,685.822,4.39789
2022-10-18,5,680.759,4.34917
2022-10-19,5,675.69,4.30068
2022-10-20,5,670.618,4.25243
2022-10-21,5,665.545,4.20445
2022-10-22,5,660.475,4.15676
2022-10-23,5,655.409,4.10938
2022-10-24,5,650.351,4.06233
2022-10-25,5,645.304,4.01563
2022-10-26,5,640.271,3.9693
2022-10-27,5,635.254,3.92338
2022-10-28,5,630.258,3.87787
2022-10-29,5,625.283,3.8328
2022-10-30,5,620.335,3.78819
2022-10-31,5,615.416,3.74406
2022-11-01,5,610.529,3.70043
2022-11-02,5,605.677,3.65734
2022-11-03,5,600.864,3.61478
2022-11-04,5,596.092,3.57279
2022-11-05,5,591.364,3.53139
2022-11-06,5,586.683,3.49058
2022-11-07,5,582.052,3.4504
2022-11-08,5,577.474,3.41085
2022-11-09,5,572.952,3.37196
2022-11-10,5,568.489,3.33374
2022-11-11,5,564.087,3.29622
2022-11-12,5,559.751,3.2594
2022-11-13,5,555.482,3.22331
2022-11-14,5,551.283,3.18796
2022-11-15,5,547.158,3.15338
2022-11-16,5,543.457,3.12228
2022-11-17,5,539.837,3.09196
2022-11-18,5,536.3,3.06244
2022-11-19,5,532.849,3.03375
2022-11-20,5,529.488,3.0059
2022-11-21,5,526.219,2.9789
2022-11-22,5,523.044,2.95277
2022-11-23,5,519.968,2.92753
2022-11-24,5,516.991,2.90319
2022-11-25,5,514.118,2.87977
2022-11-26,5,511.351,2.85727
2022-11-27,5,508.692,2.83573
2022-11-28,5,506.144,2.81516
2022-11-29,5,503.717,2.79555
2022-11-30,5,501.43,2.77694
2022-12-01,5,499.262,2.75932
2022-12-02,5,497.215,2.74272
2022-12-03,5,495.291,2.72714
2022-12-04,5,493.492,2.7126
2022-12-05,5,491.82,2.6991
2022-12-06,5,490.275,2.68664
2022-12-07,5,488.861,2.67526
2022-12-08,5,487.578,2.66495
2022-12-09,5,486.428,2.65571
2022-12-10,5,485.413,2.64756
2022-12-11,5,484.535,2.64051
2022-12-12,5,483.832,2.63455
2022-12-13,5,483.269,2.62971
2022-12-14,5,482.845,2.62599
2022-12-15,5,482.562,2.62339
2022-12-16,5,482.092,2.61948
2022-12-17,5,481.435,2.61425
2022-12-18,5,480.919,2.61016
2022-12-19,5,480.545,2.60719
2022-12-20,5,480.314,2.60537
2022-12-21,5,480.226,2.60469
2022-12-22,5,480.315,2.60515
2022-12-23,5,480.559,2.60676
2022-12-24,5,480.945,2.60951
2022-12-25,5,481.475,2.6134
2022-12-26,5,482.148,2.61843
2022-12-27,5,482.963,2.6246
2022-12-28,5,483.921,2.63191
2022-12-29,5,485.02,2.64036
2022-12-30,5,486.26,2.64994
2022-12-31,5,487.64,2.66066
2023-01-01,5,489.187,2.6725
2023-01-02,5,490.886,2.68547
2023-01-03,5,492.721,2.69955
2023-01-04,5,494.691,2.71474
2023-01-05,5,496.795,2.73104
2023-01-06,5,499.03,2.74844
2023-01-07,5,501.396,2.76692
2023-01-08,5,503.891,2.7865
2023-01-09,5,506.513,2.80715
2023-01-10,5,509.261,2.82887
2023-01-11,5,512.133,2.85166
2023-01-12,5,515.128,2.8755
2023-01-13,5,518.275,2.90038
2023-01-14,5,521.538,2.92629
2023-01-15,5,524.916,2.95324
2023-01-16,5,528.255,2.98002
2023-01-17,5,531.554,3.00663
2023-01-18,5,534.96,3.03422
2023-01-19,5,538.472,3.06277
2023-01-20,5,542.085,3.09227
2023-01-21,5,545.799,3.12272
2023-01-22,5,549.609,3.15407
2023-01-23,5,553.513,3.18633
2023-01-24,5,557.508,3.21948
2023-01-25,5,561.592,3.25349
2023-01-26,5,565.76,3.28836
2023-01-27,5,570.011,3.32406
2023-01-28,5,574.341,3.36059
2023-01-29,5,578.746,3.39791
2023-01-30,5,583.225,3.43601
2023-01-31,5,587.785,3.47486
2023-02-01,5,592.411,3.51446
2023-02-02,5,597.1,3.55478
2023-02-03,5,601.847,3.5958
2023-02-04,5,606.65,3.6375
2023-02-05,5,611.505,3.67986
2023-02-06,5,616.41,3.72286
2023-02-07,5,621.361,3.76648
2023-02-08,5,626.354,3.81071
2023-02-09,5,631.388,3.85551
2023-02-10,5,636.458,3.90087
2023-02-11,5,641.562,3.94677
2023-02-12,5,646.697,3.9932
2023-02-13,5,651.859,4.04011
2023-02-14,5,657.045,4.0875
2023-02-15,5,662.985,4.14162
2023-02-16,5,668.942,4.19621
2023-02-17,5,674.913,4.25125
2023-02-18,5,680.894,4.30671
2023-02-19,5,686.882,4.36257
2023-02-20,5,692.875,4.41882
2023-02-21,5,698.868,4.47541
2023-02-22,5,704.863,4.53233
2023-02-23,5,710.863,4.58956
2023-02-24,5,716.856,4.64707
2023-02-25,5,722.839,4.70483
2023-02-26,5,728.809,4.76282
2023-02-27,5,734.763,4.82104
2023-02-28,5,740.698,4.87943
2023-03-01,5,746.611,4.93798
2023-03-02,5,752.501,4.99667
2023-03-03,5,758.363,5.05549
2023-03-04,5,764.197,5.11439
2023-03-05,5,769.999,5.17338
2023-03-06,5,775.767,5.23241
2023-03-07,5,781.499,5.29147
2023-03-08,5,787.193,5.35055
2023-03-09,5,792.847,5.40963
2023-03-10,5,798.459,5.46867
2023-03-11,5,804.027,5.52766
2023-03-12,5,809.548,5.5866
2023-03-13,5,815.023,5.64545
2023-03-14,5,820.447,5.70419
2023-03-15,5,825.82,5.76282
2023-03-16,5,830.702,5.81684
2023-03-17,5,835.074,5.86622
2023-03-18,5,839.393,5.91539
2023-03-19,5,843.656,5.96432
2023-03-20,5,847.864,6.01301
2023-03-21,5,852.013,6.06143
2023-03-22,5,856.103,6.10958
2023-03-23,5,860.133,6.15742
2023-03-24,5,864.101,6.20495
2023-03-25,5,868.007,6.25214
2023-03-26,5,871.848,6.29898
2023-03-27,5,875.625,6.34547
2023-03-28,5,879.336,6.39158
2023-03-29,5,882.98,6.4373
2023-03-30,5,886.557,6.48261
2023-03-31,5,890.066,6.5275
2023-04-01,5,893.509,6.57196
2023-04-02,5,896.909,6.61599
2023-04-03,5,900.239,6.65957
2023-04-04,5,903.499,6.70267
2023-04-05,5,906.689,6.74531
2023-04-06,5,909.809,6.78746
2023-04-07,5,912.858,6.82912
2023-04-08,5,915.837,6.87028
2023-04-09,5,918.745,6.91094
2023-04-10,5,921.583,6.95108
2023-04-11,5,924.351,6.99069
2023-04-12,5,927.049,7.02977
2023-04-13,5,929.676,7.06831
2023-04-14,5,932.233,7.1063
2023-04-15,5,934.721,7.14374
2023-04-16,5,937.337,7.18267
2023-04-17,5,939.883,7.22103
2023-04-18,5,942.36,7.2588
2023-04-19,5,944.767,7.29599
2023-04-20,5,947.109,7.33259
2023-04-21,5,949.397,7.3686
2023-04-22,5,951.618,7.404
2023-04-23,5,953.77,7.43879
2023-04-24,5,955.855,7.47296
2023-04-25,5,957.873,7.5065
2023-04-26,5,959.825,7.53943
2023-04-27,5,961.711,7.57172
2023-04-28,5,963.533,7.60339
2023-04-29,5,965.29,7.63441
2023-04-30,5,966.985,7.6648
2023-05-01,5,968.617,7.69453
2023-05-02,5,970.188,7.72363
2023-05-03,5,971.699,7.75208
2023-05-04,5,973.15,7.77989
2023-05-05,5,974.543,7.80705
2023-05-06,5,975.878,7.83355
2023-05-07,5,977.157,7.8594
2023-05-08,5,978.38,7.88461
2023-05-09,5,979.549,7.90917
2023-05-10,5,980.665,7.93307
2023-05-11,5,981.728,7.95632
2023-05-12,5,982.739,7.97892
2023-05-13,5,983.7,8.00085
2023-05-14,5,984.611,8.02213
2023-05-15,5,985.474,8.04276
2023-05-16,5,986.131,8.06099
2023-05-17,5,986.583,8.07682
2023-05-18,5,986.991,8.09198
2023-05-19,5,987.355,8.10649
2023-05-20,5,987.675,8.12033
2023-05-21,5,987.953,8.13352
2023-05-22,5,988.19,8.14605
2023-05-23,5,988.387,8.15791
2023-05-24,5,988.544,8.16912
2023-05-25,5,988.662,8.17966
2023-05-26,5,988.742,8.18955
2023-05-27,5,988.786,8.19877
2023-05-28,5,988.793,8.20734
2023-05-29,5,988.765,8.21526
2023-05-30,5,988.703,8.22252
2023-05-31,5,988.606,8.22912
2023-06-01,5,988.477,8.23508
2023-06-02,5,988.316,8.24038
2023-06-03,5,988.123,8.24503
2023-06-04,5,987.899,8.24904
2023-06-05,5,987.645,8.25241
2023-06-06,5,987.361,8.25514
2023-06-07,5,987.049,8.25722
2023-06-08,5,986.714,8.25867
2023-06-09,5,986.362,8.25947
2023-06-10,5,985.983,8.25963
2023-06-11,5,985.576,8.25916
2023-06-12,5,985.144,8.25805
2023-06-13,5,984.685,8.25629
2023-06-14,5,984.2,8.25391
2023-06-15,5,983.69,8.25089
2023-06-16,5,983.826,8.25477
2023-06-17,5,983.936,8.25801
2023-06-18,5,984.02,8.26061
2023-06-19,5,984.079,8.26258
2023-06-20,5,984.114,8.26391
2023-06-21,5,984.123,8.26461
2023-06-22,5,984.108,8.26467
2023-06-23,5,984.068,8.26409
2023-06-24,5,984.003,8.26289
2023-06-25,5,983.913,8.26105
2023-06-26,5,983.799,8.25858
2023-06-27,5,983.66,8.25548
2023-06-28,5,983.496,8.25175
2023-06-29,5,983.307,8.24739
2023-06-30,5,983.093,8.24241
2023-07-01,5,982.853,8.2368
2023-07-02,5,982.595,8.23057
2023-07-03,5,982.319,8.22371
2023-07-04,5,982.016,8.21623
2023-07-05,5,981.686,8.20813
2023-07-06,5,981.329,8.1994
2023-07-07,5,980.943,8.19005
2023-07-08,5,980.53,8.18008
2023-07-09,5,980.087,8.16948
2023-07-10,5,979.614,8.15827
2023-07-11,5,979.112,8.14642
2023-07-12,5,978.579,8.13396
2023-07-13,5,978.014,8.12087
2023-07-14,5,977.418,8.10717
2023-07-15,5,976.789,8.09284
2023-07-16,5,975.854,8.07487
2023-07-17,5,974.611,8.05325
2023-07-18,5,973.334,8.03103
2023-07-19,5,972.021,8.00821
2023-07-20,5,970.671,7.98478
2023-07-21,5,969.284,7.96074
2023-07-22,5,967.858,7.93611
2023-07-23,5,966.394,7.91087
2023-07-24,5,964.889,7.88505
2023-07-25,5,963.344,7.85862
2023-07-26,5,961.758,7.8316
2023-07-27,5,960.129,7.80399
2023-07-28,5,958.457,7.77578
2023-07-29,5,956.741,7.74699
2023-07-30,5,954.98,7.71762
2023-07-31,5,953.173,7.68766
2023-08-01,5,951.319,7.65712
2023-08-02,5,949.418,7.626
2023-08-03,5,947.468,7.5943
2023-08-04,5,945.469,7.56202
2023-08-05,5,943.42,7.52917
2023-08-06,5,941.319,7.49574
2023-08-07,5,939.165,7.46173
2023-08-08,5,936.958,7.42716
2023-08-09,5,934.698,7.39201
2023-08-10,5,932.382,7.35631
2023-08-11,5,930.011,7.32003
2023-08-12,5,927.583,7.2832
2023-08-13,5,925.098,7.24581
2023-08-14,5,922.555,7.20788
2023-08-15,5,919.954,7.1694
2023-08-16,5,917.691,7.13453
2023-08-17,5,915.768,7.10327
2023-08-18,5,913.785,7.07145
2023-08-19,5,911.752,7.03908
2023-08-20,5,909.669,7.00616
2023-08-21,5,907.527,6.9727
2023-08-22,5,905.324,6.9387
2023-08-23,5,903.059,6.90417
2023-08-24,5,900.733,6.86911
2023-08-25,5,898.345,6.83354
2023-08-26,5,895.895,6.79745
2023-08-27,5,893.382,6.76086
2023-08-28,5,890.806,6.72376
2023-08-29,5,888.166,6.68617
2023-08-30,5,885.463,6.6481
2023-08-31,5,882.696,6.60954
2023-09-01,5,879.865,6.57051
2023-09-02,5,876.969,6.53101
2023-09-03,5,874.009,6.49104
2023-09-04,5,870.984,6.45062
2023-09-05,5,867.897,6.40975
2023-09-06,5,864.774,6.36843
2023-09-07,5,861.586,6.32669
2023-09-08,5,858.333,6.28452
2023-09-09,5,855.018,6.24194
2023-09-10,5,851.638,6.19896
2023-09-11,5,848.196,6.15559
2023-09-12,5,844.691,6.11183
2023-09-13,5,841.124,6.06771
2023-09-14,5,837.495,6.02324
2023-09-15,5,833.805,5.97841
2023-09-16,5,829.926,5.93201
2023-09-17,5,825.987,5.88529
2023-09-18,5,821.989,5.83826
2023-09-19,5,817.933,5.79095
2023-09-20,5,813.845,5.74337
2023-09-21,5,809.708,5.69552
2023-09-22,5,805.516,5.64743
2023-09-23,5,801.27,5.59911
2023-09-24,5,796.972,5.55058
2023-09-25,5,792.621,5.50184
2023-09-26,5,788.221,5.45292
2023-09-27,5,783.771,5.40383
2023-09-28,5,779.273,5.35459
2023-09-29,5,774.729,5.3052
2023-09-30,5,770.14,5.25568
2023-10-01,5,765.506,5.20606
2023-10-02,5,760.831,5.15633
2023-10-03,5,756.114,5.10652
2023-10-04,5,751.358,5.05665
2023-10-05,5,746.587,5.00673
2023-10-06,5,741.785,4.95678
2023-10-07,5,736.95,4.90681
2023-10-08,5,732.082,4.85685
2023-10-09,5,727.184,4.80692
2023-10-10,5,722.258,4.75703
2023-10-11,5,717.307,4.70721
2023-10-12,5,712.332,4.65747
2023-10-13,5,707.336,4.60784
2023-10-14,5,702.322,4.55833
2023-10-15,5,697.291,4.50896
2023-10-16,5,692.246,4.45976
2023-10-17,5,687.19,4.41074
2023-10-18,5,682.126,4.36194
2023-10-19,5,677.056,4.31336
2023-10-20,5,671.982,4.26503
2023-10-21,5,666.909,4.21698
2023-10-22,5,661.838,4.16921
2023-10-23,5,656.772,4.12176
2023-10-24,5,651.714,4.07465
2023-10-25,5,646.667,4.02789
2023-10-26,5,641.633,3.9815
2023-10-27,5,636.616,3.93551
2023-10-28,5,631.618,3.88993
2023-10-29,5,626.642,3.84479
2023-10-30,5,621.69,3.80009
2023-10-31,5,616.765,3.75586
2023-11-01,5,611.871,3.71212
2023-11-02,5,607.01,3.66889
2023-11-03,5,602.186,3.62619
2023-11-04,5,597.401,3.58404
2023-11-05,5,592.658,3.54246
2023-11-06,5,587.961,3.50147
2023-11-07,5,583.312,3.46109
2023-11-08,5,578.715,3.42133
2023-11-09,5,574.174,3.38223
2023-11-10,5,569.69,3.3438
2023-11-11,5,565.267,3.30605
2023-11-12,5,560.909,3.26902
2023-11-13,5,556.618,3.23271
2023-11-14,5,552.398,3.19714
2023-11-15,5,548.251,3.16234
2023-11-16,5,544.528,3.13102
2023-11-17,5,540.886,3.10049
2023-11-18,5,537.327,3.07077
2023-11-19,5,533.854,3.04187
2023-11-20,5,530.471,3.01381
2023-11-21,5,527.181,2.98661
2023-11-22,5,523.985,2.96028
2023-11-23,5,520.887,2.93485
2023-11-24,5,517.889,2.91031
2023-11-25,5,514.994,2.88669
2023-11-26,5,512.204,2.864
2023-11-27,5,509.521,2.84225
2023-11-28,5,506.948,2.82145
2023-11-29,5,504.487,2.80162
2023-11-30,5,502.172,2.78277
2023-12-01,5,499.974,2.7649
2023-12-02,5,497.896,2.74805
2023-12-03,5,495.94,2.7322
2023-12-04,5,494.108,2.71739
2023-12-05,5,492.401,2.70361
2023-12-06,5,490.822,2.69088
2023-12-07,5,489.373,2.67921
2023-12-08,5,488.055,2.66861
2023-12-09,5,486.869,2.65909
2023-12-10,5,485.818,2.65066
2023-12-11,5,484.903,2.64333
2023-12-12,5,484.159,2.63709
2023-12-13,5,483.561,2.63198
2023-12-14,5,483.102,2.62798
2023-12-15,5,482.785,2.62511
2023-12-16,5,482.28,2.62093
2023-12-17,5,481.589,2.61543
2023-12-18,5,481.039,2.61107
2023-12-19,5,480.631,2.60784
2023-12-20,5,480.367,2.60575
2023-12-21,5,480.245,2.6048
2023-12-22,5,480.292,2.605
2023-12-23,5,480.501,2.60634
2023-12-24,5,480.854,2.60882
2023-12-25,5,481.349,2.61243
2023-12-26,5,481.987,2.61719
2023-12-27,5,482.767,2.62309
2023-12-28,5,483.689,2.63011
2023-12-29,5,484.752,2.63828
2023-12-30,5,485.956,2.64758
2023-12-31,5,487.3,2.658
2013-02-01,10,648.699,3.88469
2013-02-02,10,653.259,3.92509
2013-02-03,10,657.872,3.96613
2013-02-04,10,662.534,4.00781
2013-02-05,10,667.243,4.0501
2013-02-06,10,671.993,4.09297
2013-02-07,10,676.783,4.1364
2013-02-08,10,681.609,4.18037
2013-02-09,10,686.467,4.22485
2013-02-10,10,691.353,4.26981
2013-02-11,10,696.265,4.31525
2013-02-12,10,701.199,4.36111
2013-02-13,10,706.152,4.40739
2013-02-14,10,711.121,4.45406
2013-02-15,10,716.958,4.50856
2013-02-16,10,722.802,4.56342
2013-02-17,10,728.647,4.61861
2013-02-18,10,734.492,4.67412
2013-02-19,10,740.333,4.72993
2013-02-20,10,746.175,4.786
2013-02-21,10,752.015,4.8423
2013-02-22,10,757.843,4.89882
2013-02-23,10,763.656,4.95555
2013-02-24,10,769.452,5.01243
2013-02-25,10,775.228,5.06946
2013-02-26,10,780.981,5.12663
2013-02-27,10,786.708,5.18389
2013-02-28,10,792.408,5.24122
2013-03-01,10,798.077,5.29861
2013-03-02,10,803.714,5.35606
2013-03-03,10,809.315,5.4135
2013-03-04,10,814.879,5.47094
2013-03-05,10,820.403,5.52835
2013-03-06,10,825.885,5.58571
2013-03-07,10,831.322,5.64298
2013-03-08,10,836.714,5.70016
2013-03-09,10,842.056,5.75723
2013-03-10,10,847.348,5.81415
2013-03-11,10,852.588,5.87092
2013-03-12,10,857.773,5.9275
2013-03-13,10,862.919,5.98388
2013-03-14,10,868.021,6.04005
2013-03-15,10,873.064,6.09597
2013-03-16,10,877.527,6.14663
2013-03-17,10,881.413,6.19205
2013-03-18,10,885.242,6.23719
2013-03-19,10,889.013,6.28203
2013-03-20,10,892.724,6.32656
2013-03-21,10,896.374,6.37076
2013-03-22,10,899.962,6.41463
2013-03-23,10,903.487,6.45814
2013-03-24,10,906.949,6.50128
2013-03-25,10,910.346,6.54406
2013-03-26,10,913.678,6.58645
2013-03-27,10,916.943,6.62844
2013-03-28,10,920.143,6.67002
2013-03-29,10,923.278,6.71116
2013-03-30,10,926.374,6.75189
2013-03-31,10,929.401,6.79216
2013-04-01,10,932.36,6.83197
2013-04-02,10,935.25,6.87135
2013-04-03,10,938.071,6.91025
2013-04-04,10,940.823,6.94866
2013-04-05,10,943.506,6.98659
2013-04-06,10,946.119,7.02401
2013-04-07,10,948.663,7.06091
2013-04-08,10,951.137,7.0973
2013-04-09,10,953.542,7.13316
2013-04-10,10,955.878,7.1685
2013-04-11,10,958.144,7.20331
2013-04-12,10,960.342,7.23757
2013-04-13,10,962.471,7.27127
2013-04-14,10,964.532,7.30442
2013-04-15,10,966.526,7.337
2013-04-16,10,968.668,7.37116
2013-04-17,10,970.762,7.40474
2013-04-18,10,972.788,7.43777
2013-04-19,10,974.746,7.4702
2013-04-20,10,976.638,7.50205
2013-04-21,10,978.464,7.5333
2013-04-22,10,980.224,7.56395
2013-04-23,10,981.92,7.594
2013-04-24,10,983.553,7.62345
2013-04-25,10,985.123,7.65231
2013-04-26,10,986.631,7.68059
2013-04-27,10,988.078,7.70826
2013-04-28,10,989.466,7.73533
2013-04-29,10,990.794,7.7618
2013-04-30,10,992.065,7.78766
2013-05-01,10,993.279,7.81291
2013-05-02,10,994.437,7.83755
2013-05-03,10,995.541,7.86162
2013-05-04,10,996.59,7.88509
2013-05-05,10,997.587,7.90795
2013-05-06,10,998.532,7.9302
2013-05-07,10,999.427,7.95184
2013-05-08,10,1000.272,7.97287
2013-05-09,10,1001.069,7.9933
2013-05-10,10,1001.818,8.01314
2013-05-11,10,1002.522,8.03239
2013-05-12,10,1003.18,8.05105
2013-05-13,10,1003.794,8.0691
2013-05-14,10,1004.366,8.08655
2013-05-15,10,1004.896,8.10341
2013-05-16,10,1005.219,8.11793
2013-05-17,10,1005.338,8.13014
2013-05-18,10,1005.419,8.14179
2013-05-19,10,1005.465,8.15287
2013-05-20,10,1005.475,8.16336
2013-05-21,10,1005.451,8.17328
2013-05-22,10,1005.395,8.18262
2013-05-23,10,1005.306,8.19139
2013-05-24,10,1005.186,8.19959
2013-05-25,10,1005.036,8.20722
2013-05-26,10,1004.856,8.21431
2013-05-27,10,1004.649,8.22084
2013-05-28,10,1004.413,8.22681
2013-05-29,10,1004.152,8.23222
2013-05-30,10,1003.864,8.23707
2013-05-31,10,1003.551,8.24137
2013-06-01,10,1003.215,8.24511
2013-06-02,10,1002.854,8.2483
2013-06-03,10,1002.471,8.25094
2013-06-04,10,1002.065,8.25305
2013-06-05,10,1001.638,8.25461
