date,inclination_deg,clear_sky_peak_wm2,clear_sky_daily_kwh_m2
2015-05-28,30,1007.62,7.82633
2015-05-29,30,1006.532,7.82339
2015-05-30,30,1005.451,7.82029
2015-05-31,30,1004.379,7.81702
2015-06-01,30,1003.315,7.8136
2015-06-02,30,1002.262,7.81001
2015-06-03,30,1001.219,7.80628
2015-06-04,30,1000.188,7.8024
2015-06-05,30,999.169,7.79837
2015-06-06,30,998.163,7.7942
2015-06-07,30,997.176,7.7899
2015-06-08,30,996.218,7.78546
2015-06-09,30,995.276,7.78089
2015-06-10,30,994.349,7.77619
2015-06-11,30,993.439,7.77137
2015-06-12,30,992.545,7.76641
2015-06-13,30,991.667,7.76137
2015-06-14,30,990.806,7.75621
2015-06-15,30,989.963,7.75092
2015-06-16,30,989.87,7.75183
2015-06-17,30,989.794,7.7526
2015-06-18,30,989.734,7.75324
2015-06-19,30,989.691,7.75375
2015-06-20,30,989.665,7.75412
2015-06-21,30,989.657,7.75437
2015-06-22,30,989.666,7.75449
2015-06-23,30,989.693,7.75448
2015-06-24,30,989.737,7.75436
2015-06-25,30,989.799,7.7541
2015-06-26,30,989.878,7.75372
2015-06-27,30,989.974,7.75322
2015-06-28,30,990.088,7.75259
2015-06-29,30,990.218,7.75183
2015-06-30,30,990.364,7.75094
2015-07-01,30,990.544,7.74993
2015-07-02,30,990.741,7.74878
2015-07-03,30,990.952,7.74749
2015-07-04,30,991.178,7.74607
2015-07-05,30,991.418,7.74451
2015-07-06,30,991.671,7.74281
2015-07-07,30,991.936,7.74095
2015-07-08,30,992.213,7.73894
2015-07-09,30,992.501,7.73678
2015-07-10,30,992.799,7.73446
2015-07-11,30,993.107,7.73197
2015-07-12,30,993.423,7.72931
2015-07-13,30,993.746,7.72647
2015-07-14,30,994.076,7.72345
2015-07-15,30,994.412,7.72025
2015-07-16,30,994.445,7.71417
2015-07-17,30,994.173,7.7052
2015-07-18,30,993.9,7.69598
2015-07-19,30,993.624,7.68651
2015-07-20,30,993.345,7.67677
2015-07-21,30,993.061,7.66676
2015-07-22,30,992.771,7.65646
2015-07-23,30,992.472,7.64587
2015-07-24,30,992.165,7.63497
2015-07-25,30,991.847,7.62377
2015-07-26,30,991.516,7.61224
2015-07-27,30,991.172,7.60039
2015-07-28,30,990.812,7.58819
2015-07-29,30,990.436,7.57565
2015-07-30,30,990.041,7.56275
2015-07-31,30,989.626,7.54947
2015-08-01,30,989.19,7.53582
2015-08-02,30,988.731,7.52178
2015-08-03,30,988.246,7.50734
2015-08-04,30,987.736,7.4925
2015-08-05,30,987.197,7.47724
2015-08-06,30,986.629,7.46156
2015-08-07,30,986.029,7.44549
2015-08-08,30,985.396,7.42897
2015-08-09,30,984.729,7.412
2015-08-10,30,984.026,7.39456
2015-08-11,30,983.285,7.37666
2015-08-12,30,982.504,7.35827
2015-08-13,30,981.683,7.3394
2015-08-14,30,980.819,7.32004
2015-08-15,30,979.911,7.30017
2015-08-16,30,979.447,7.28421
2015-08-17,30,979.434,7.27221
2015-08-18,30,979.381,7.25983
2015-08-19,30,979.287,7.24703
2015-08-20,30,979.151,7.23379
2015-08-21,30,978.971,7.22011
2015-08-22,30,978.746,7.20597
2015-08-23,30,978.476,7.19137
2015-08-24,30,978.158,7.17631
2015-08-25,30,977.792,7.16079
2015-08-26,30,977.384,7.1448
2015-08-27,30,976.946,7.12836
2015-08-28,30,976.457,7.11149
2015-08-29,30,975.916,7.09413
2015-08-30,30,975.321,7.07629
2015-08-31,30,974.673,7.05796
2015-09-01,30,973.97,7.03914
2015-09-02,30,973.21,7.01982
2015-09-03,30,972.394,7.0
2015-09-04,30,971.519,6.9797
2015-09-05,30,970.587,6.95896
2015-09-06,30,969.594,6.93771
2015-09-07,30,968.542,6.91596
2015-09-08,30,967.43,6.8937
2015-09-09,30,966.256,6.87094
2015-09-10,30,965.021,6.84768
2015-09-11,30,963.724,6.82392
2015-09-12,30,962.382,6.79971
2015-09-13,30,960.995,6.77503
2015-09-14,30,959.545,6.74984
2015-09-15,30,958.032,6.72417
2015-09-16,30,956.273,6.69635
2015-09-17,30,954.449,6.66803
2015-09-18,30,952.559,6.6392
2015-09-19,30,950.603,6.6099
2015-09-20,30,948.582,6.58015
2015-09-21,30,946.496,6.54992
2015-09-22,30,944.345,6.51921
2015-09-23,30,942.129,6.48803
2015-09-24,30,939.849,6.45638
2015-09-25,30,937.505,6.42428
2015-09-26,30,935.097,6.39174
2015-09-27,30,932.626,6.35879
2015-09-28,30,930.097,6.32541
2015-09-29,30,927.533,6.29161
2015-09-30,30,924.908,6.2574
2015-10-01,30,922.221,6.22278
2015-10-02,30,919.474,6.18777
2015-10-03,30,916.668,6.15238
2015-10-04,30,913.803,6.11662
2015-10-05,30,910.882,6.08052
2015-10-06,30,907.905,6.04409
2015-10-07,30,904.873,6.00732
2015-10-08,30,901.788,5.97023
2015-10-09,30,898.651,5.93284
2015-10-10,30,895.463,5.89517
2015-10-11,30,892.228,5.85723
2015-10-12,30,888.945,5.81904
2015-10-13,30,885.616,5.78062
2015-10-14,30,882.245,5.74199
2015-10-15,30,878.831,5.70317
2015-10-16,30,875.378,5.66417
2015-10-17,30,871.888,5.625
2015-10-18,30,868.362,5.58569
2015-10-19,30,864.803,5.54628
2015-10-20,30,861.213,5.50676
2015-10-21,30,857.594,5.46718
2015-10-22,30,853.95,5.42754
2015-10-23,30,850.281,5.38787
2015-10-24,30,846.592,5.3482
2015-10-25,30,842.884,5.30855
2015-10-26,30,839.16,5.26894
2015-10-27,30,835.423,5.22939
2015-10-28,30,831.674,5.18993
2015-10-29,30,827.918,5.15059
2015-10-30,30,824.156,5.11138
2015-10-31,30,820.392,5.07233
2015-11-01,30,816.629,5.03347
2015-11-02,30,812.869,4.99483
2015-11-03,30,809.117,4.95643
2015-11-04,30,805.374,4.9183
2015-11-05,30,801.644,4.88046
2015-11-06,30,797.931,4.84296
2015-11-07,30,794.237,4.80581
2015-11-08,30,790.567,4.76904
2015-11-09,30,786.922,4.73267
2015-11-10,30,783.308,4.69675
2015-11-11,30,779.727,4.66131
2015-11-12,30,776.182,4.62635
2015-11-13,30,772.678,4.59193
2015-11-14,30,769.217,4.55805
2015-11-15,30,765.804,4.52477
2015-11-16,30,763.105,4.4975
2015-11-17,30,760.467,4.47091
2015-11-18,30,757.896,4.44503
2015-11-19,30,755.393,4.41989
2015-11-20,30,752.964,4.39552
2015-11-21,30,750.611,4.37193
2015-11-22,30,748.337,4.34916
2015-11-23,30,746.147,4.32725
2015-11-24,30,744.043,4.30621
2015-11-25,30,742.04,4.28607
2015-11-26,30,740.158,4.26685
2015-11-27,30,738.372,4.24856
2015-11-28,30,736.686,4.23127
2015-11-29,30,735.104,4.21497
2015-11-30,30,733.627,4.1997
2015-12-01,30,732.26,4.18546
2015-12-02,30,731.005,4.17228
2015-12-03,30,729.864,4.16021
2015-12-04,30,728.841,4.14925
2015-12-05,30,727.937,4.13941
2015-12-06,30,727.155,4.13073
2015-12-07,30,726.498,4.12319
2015-12-08,30,725.979,4.11687
2015-12-09,30,725.627,4.11176
2015-12-10,30,725.406,4.10786
2015-12-11,30,725.317,4.1052
2015-12-12,30,725.362,4.10374
2015-12-13,30,725.543,4.1036
2015-12-14,30,725.86,4.10473
2015-12-15,30,726.316,4.10715
2015-12-16,30,726.218,4.10533
2015-12-17,30,725.563,4.09925
2015-12-18,30,725.041,4.09443
2015-12-19,30,724.675,4.09087
2015-12-20,30,724.481,4.08854
2015-12-21,30,724.424,4.08754
2015-12-22,30,724.502,4.08782
2015-12-23,30,724.716,4.08939
2015-12-24,30,725.067,4.09222
2015-12-25,30,725.553,4.09634
2015-12-26,30,726.175,4.10172
2015-12-27,30,726.932,4.10837
2015-12-28,30,727.824,4.11629
2015-12-29,30,728.859,4.12547
2015-12-30,30,730.071,4.13591
2015-12-31,30,731.414,4.14758
2016-01-01,30,732.886,4.16049
2016-01-02,30,734.487,4.17462
2016-01-03,30,736.213,4.18996
2016-01-04,30,738.065,4.20649
2016-01-05,30,740.038,4.22421
2016-01-06,30,742.132,4.24309
2016-01-07,30,744.344,4.26312
2016-01-08,30,746.672,4.28428
2016-01-09,30,749.112,4.30654
2016-01-10,30,751.663,4.3299
2016-01-11,30,754.359,4.35433
2016-01-12,30,757.16,4.3798
2016-01-13,30,760.061,4.40629
2016-01-14,30,763.06,4.43378
2016-01-15,30,766.152,4.46226
2016-01-16,30,769.036,4.48919
2016-01-17,30,771.71,4.51458
2016-01-18,30,774.473,4.54089
2016-01-19,30,777.32,4.56808
2016-01-20,30,780.25,4.59614
2016-01-21,30,783.257,4.62503
2016-01-22,30,786.34,4.65478
2016-01-23,30,789.494,4.68526
2016-01-24,30,792.716,4.7165
2016-01-25,30,796.002,4.74846
2016-01-26,30,799.349,4.78111
2016-01-27,30,802.753,4.81442
2016-01-28,30,806.211,4.84837
2016-01-29,30,809.718,4.88297
2016-01-30,30,813.272,4.91811
2016-01-31,30,816.869,4.9538
2016-02-01,30,820.504,4.99
2016-02-02,30,824.175,5.02668
2016-02-03,30,827.878,5.06386
2016-02-04,30,831.608,5.10143
2016-02-05,30,835.363,5.1394
2016-02-06,30,839.138,5.17772
2016-02-07,30,842.93,5.21638
2016-02-08,30,846.736,5.25537
2016-02-09,30,850.551,5.29461
2016-02-10,30,854.373,5.3341
2016-02-11,30,858.198,5.37379
2016-02-12,30,862.023,5.41369
2016-02-13,30,865.844,5.45373
2016-02-14,30,869.658,5.4939
2016-02-15,30,874.099,5.53978
2016-02-16,30,879.151,5.59131
2016-02-17,30,884.172,5.64281
2016-02-18,30,889.16,5.69425
2016-02-19,30,894.11,5.74561
2016-02-20,30,899.021,5.79689
2016-02-21,30,903.89,5.84802
2016-02-22,30,908.713,5.89899
2016-02-23,30,913.488,5.94976
2016-02-24,30,918.214,6.00037
2016-02-25,30,922.886,6.0507
2016-02-26,30,927.504,6.10078
2016-02-27,30,932.065,6.1506
2016-02-28,30,936.566,6.2001
2016-02-29,30,941.006,6.24926
2016-03-01,30,945.382,6.2981
2016-03-02,30,949.693,6.34655
2016-03-03,30,953.951,6.39461
2016-03-04,30,958.165,6.44224
2016-03-05,30,962.309,6.4895
2016-03-06,30,966.381,6.53627
2016-03-07,30,970.38,6.58256
2016-03-08,30,974.305,6.62842
2016-03-09,30,978.154,6.67374
2016-03-10,30,981.926,6.71854
2016-03-11,30,985.621,6.76285
2016-03-12,30,989.236,6.80658
2016-03-13,30,992.772,6.84975
2016-03-14,30,996.226,6.89238
2016-03-15,30,999.6,6.9344
2016-03-16,30,1002.195,6.96925
2016-03-17,30,1004.033,6.99707
2016-03-18,30,1005.836,7.02442
2016-03-19,30,1007.576,7.05131
2016-03-20,30,1009.251,7.07776
2016-03-21,30,1010.861,7.10373
2016-03-22,30,1012.405,7.12923
2016-03-23,30,1013.884,7.15426
2016-03-24,30,1015.296,7.17879
2016-03-25,30,1016.643,7.20283
2016-03-26,30,1017.923,7.22639
2016-03-27,30,1019.138,7.24944
2016-03-28,30,1020.286,7.27198
2016-03-29,30,1021.369,7.29403
2016-03-30,30,1022.386,7.31557
2016-03-31,30,1023.338,7.33659
2016-04-01,30,1024.226,7.35711
2016-04-02,30,1025.069,7.37711
2016-04-03,30,1025.863,7.39659
2016-04-04,30,1026.592,7.41557
2016-04-05,30,1027.258,7.43402
2016-04-06,30,1027.862,7.45195
2016-04-07,30,1028.404,7.46937
2016-04-08,30,1028.884,7.48628
2016-04-09,30,1029.305,7.50268
2016-04-10,30,1029.665,7.51856
2016-04-11,30,1029.968,7.53393
2016-04-12,30,1030.212,7.54879
2016-04-13,30,1030.4,7.56315
2016-04-14,30,1030.533,7.57701
2016-04-15,30,1030.611,7.59038
2016-04-16,30,1030.892,7.6056
2016-04-17,30,1031.118,7.6203
2016-04-18,30,1031.291,7.63449
2016-04-19,30,1031.41,7.64816
2016-04-20,30,1031.487,7.66133
2016-04-21,30,1031.529,7.674
2016-04-22,30,1031.522,7.68618
2016-04-23,30,1031.468,7.69787
2016-04-24,30,1031.367,7.70908
2016-04-25,30,1031.221,7.71982
2016-04-26,30,1031.032,7.7301
2016-04-27,30,1030.801,7.73992
2016-04-28,30,1030.53,7.74929
2016-04-29,30,1030.22,7.75823
2016-04-30,30,1029.874,7.76673
2016-05-01,30,1029.492,7.77481
2016-05-02,30,1029.076,7.78248
2016-05-03,30,1028.628,7.78976
2016-05-04,30,1028.15,7.79665
2016-05-05,30,1027.642,7.80315
2016-05-06,30,1027.108,7.80926
2016-05-07,30,1026.547,7.815
2016-05-08,30,1025.962,7.82038
2016-05-09,30,1025.355,7.82541
2016-05-10,30,1024.727,7.83009
2016-05-11,30,1024.079,7.83443
2016-05-12,30,1023.414,7.83845
2016-05-13,30,1022.733,7.84214
2016-05-14,30,1022.036,7.84553
2016-05-15,30,1021.327,7.84861
2016-05-16,30,1020.423,7.84979
2016-05-17,30,1019.328,7.84912
2016-05-18,30,1018.228,7.84821
2016-05-19,30,1017.124,7.84706
2016-05-20,30,1016.016,7.84569
2016-05-21,30,1014.906,7.8441
2016-05-22,30,1013.797,7.8423
2016-05-23,30,1012.687,7.84029
2016-05-24,30,1011.58,7.83808
2016-05-25,30,1010.475,7.83572
2016-05-26,30,1009.375,7.83318
2016-05-27,30,1008.28,7.83047
2016-05-28,30,1007.19,7.82758
2016-05-29,30,1006.108,7.82452
2016-05-30,30,1005.034,7.82129
2016-05-31,30,1003.969,7.81791
2016-06-01,30,1002.914,7.81437
2016-06-02,30,1001.869,7.81067
2016-06-03,30,1000.836,7.80683
2016-06-04,30,999.815,7.80285
2016-06-05,30,998.807,7.79872
2016-06-06,30,997.812,7.79445
2016-06-07,30,996.85,7.79006
2016-06-08,30,995.906,7.78552
2016-06-09,30,994.976,7.78086
2016-06-10,30,994.063,7.77607
2016-06-11,30,993.166,7.77115
2016-06-12,30,992.286,7.76614
2016-06-13,30,991.422,7.76102
2016-06-14,30,990.576,7.75578
2016-06-15,30,989.747,7.75041
2016-06-16,30,989.669,7.75123
2016-06-17,30,989.608,7.75192
2016-06-18,30,989.563,7.75247
2016-06-19,30,989.535,7.75289
2016-06-20,30,989.525,7.75319
2016-06-21,30,989.533,7.75336
2016-06-22,30,989.557,7.75341
2016-06-23,30,989.6,7.75333
2016-06-24,30,989.659,7.75313
2016-06-25,30,989.737,7.7528
2016-06-26,30,989.831,7.75235
2016-06-27,30,989.943,7.75177
2016-06-28,30,990.071,7.75106
2016-06-29,30,990.216,7.75022
2016-06-30,30,990.388,7.74926
2016-07-01,30,990.584,7.74816
2016-07-02,30,990.794,7.74692
2016-07-03,30,991.019,7.74555
2016-07-04,30,991.257,7.74404
2016-07-05,30,991.509,7.74238
2016-07-06,30,991.774,7.74058
2016-07-07,30,992.05,7.73862
2016-07-08,30,992.338,7.73651
2016-07-09,30,992.635,7.73424
2016-07-10,30,992.943,7.73181
2016-07-11,30,993.259,7.7292
2016-07-12,30,993.582,7.72643
2016-07-13,30,993.913,7.72347
2016-07-14,30,994.249,7.72033
2016-07-15,30,994.59,7.71699
2016-07-16,30,994.627,7.71078
2016-07-17,30,994.358,7.70165
2016-07-18,30,994.086,7.69227
2016-07-19,30,993.811,7.68263
2016-07-20,30,993.532,7.67272
2016-07-21,30,993.246,7.66252
2016-07-22,30,992.953,7.65204
2016-07-23,30,992.652,7.64126
2016-07-24,30,992.339,7.63016
2016-07-25,30,992.015,7.61875
2016-07-26,30,991.678,7.60701
2016-07-27,30,991.326,7.59493
2016-07-28,30,990.957,7.5825
2016-07-29,30,990.57,7.56972
2016-07-30,30,990.163,7.55656
2016-07-31,30,989.736,7.54303
2016-08-01,30,989.285,7.52911
2016-08-02,30,988.81,7.51479
2016-08-03,30,988.309,7.50007
2016-08-04,30,987.781,7.48494
2016-08-05,30,987.223,7.46938
2016-08-06,30,986.635,7.45344
2016-08-07,30,986.013,7.43706
2016-08-08,30,985.358,7.42023
2016-08-09,30,984.667,7.40294
2016-08-10,30,983.939,7.38518
2016-08-11,30,983.172,7.36694
2016-08-12,30,982.364,7.34823
2016-08-13,30,981.515,7.32902
2016-08-14,30,980.621,7.30931
2016-08-15,30,979.683,7.28909
2016-08-16,30,979.189,7.2728
2016-08-17,30,979.146,7.26051
2016-08-18,30,979.063,7.24782
2016-08-19,30,978.937,7.2347
2016-08-20,30,978.769,7.22113
2016-08-21,30,978.555,7.2071
2016-08-22,30,978.296,7.19262
2016-08-23,30,977.99,7.17767
2016-08-24,30,977.635,7.16225
2016-08-25,30,977.233,7.14637
2016-08-26,30,976.806,7.13002
2016-08-27,30,976.329,7.11324
2016-08-28,30,975.799,7.09598
2016-08-29,30,975.216,7.07824
2016-08-30,30,974.58,7.06
2016-08-31,30,973.888,7.04126
2016-09-01,30,973.14,7.02204
2016-09-02,30,972.336,7.00231
2016-09-03,30,971.474,6.9821
2016-09-04,30,970.554,6.96145
2016-09-05,30,969.575,6.9403
2016-09-06,30,968.537,6.91865
2016-09-07,30,967.438,6.8965
2016-09-08,30,966.278,6.87385
2016-09-09,30,965.057,6.85069
2016-09-10,30,963.774,6.82705
2016-09-11,30,962.436,6.80293
2016-09-12,30,961.064,6.77836
2016-09-13,30,959.629,6.75329
2016-09-14,30,958.131,6.72773
2016-09-15,30,956.57,6.70169
2016-09-16,30,954.762,6.6735
2016-09-17,30,952.889,6.6448
2016-09-18,30,950.95,6.61561
2016-09-19,30,948.945,6.58599
2016-09-20,30,946.874,6.55587
2016-09-21,30,944.738,6.52528
2016-09-22,30,942.537,6.4942
2016-09-23,30,940.27,6.46265
2016-09-24,30,937.939,6.43064
2016-09-25,30,935.544,6.39818
2016-09-26,30,933.085,6.36529
2016-09-27,30,930.564,6.33198
2016-09-28,30,928.009,6.29825
2016-09-29,30,925.394,6.26409
2016-09-30,30,922.718,6.22953
2016-10-01,30,919.982,6.19458
2016-10-02,30,917.186,6.15924
2016-10-03,30,914.332,6.12353
2016-10-04,30,911.421,6.08748
2016-10-05,30,908.454,6.05109
2016-10-06,30,905.433,6.01438
2016-10-07,30,902.358,5.97734
2016-10-08,30,899.231,5.94
2016-10-09,30,896.054,5.90238
2016-10-10,30,892.828,5.8645
2016-10-11,30,889.554,5.82636
2016-10-12,30,886.236,5.78799
2016-10-13,30,882.874,5.74941
2016-10-14,30,879.47,5.71063
2016-10-15,30,876.026,5.67168
2016-10-16,30,872.544,5.63255
2016-10-17,30,869.026,5.59329
2016-10-18,30,865.474,5.5539
2016-10-19,30,861.89,5.5144
2016-10-20,30,858.276,5.47483
2016-10-21,30,854.635,5.43519
2016-10-22,30,850.969,5.3955
2016-10-23,30,847.281,5.35581
2016-10-24,30,843.573,5.31612
2016-10-25,30,839.848,5.27646
2016-10-26,30,836.108,5.23685
2016-10-27,30,832.356,5.19732
2016-10-28,30,828.596,5.15789
2016-10-29,30,824.829,5.1186
2016-10-30,30,821.06,5.07947
2016-10-31,30,817.29,5.04051
2016-11-01,30,813.523,5.00177
2016-11-02,30,809.763,4.96327
2016-11-03,30,806.012,4.92503
2016-11-04,30,802.274,4.88707
2016-11-05,30,798.551,4.84946
2016-11-06,30,794.848,4.81219
2016-11-07,30,791.167,4.7753
2016-11-08,30,787.513,4.73882
2016-11-09,30,783.888,4.70277
2016-11-10,30,780.296,4.66719
2016-11-11,30,776.74,4.63211
2016-11-12,30,773.224,4.59756
2016-11-13,30,769.751,4.56354
2016-11-14,30,766.325,4.53012
2016-11-15,30,762.949,4.49731
2016-11-16,30,760.291,4.47053
2016-11-17,30,757.698,4.44445
2016-11-18,30,755.173,4.4191
2016-11-19,30,752.719,4.39451
2016-11-20,30,750.341,4.3707
2016-11-21,30,748.04,4.34769
2016-11-22,30,745.821,4.32551
2016-11-23,30,743.688,4.30421
2016-11-24,30,741.649,4.28379
2016-11-25,30,739.734,4.26428
2016-11-26,30,737.916,4.2457
2016-11-27,30,736.196,4.22812
2016-11-28,30,734.58,4.21151
2016-11-29,30,733.068,4.19593
2016-11-30,30,731.665,4.18137
2016-12-01,30,730.374,4.16786
2016-12-02,30,729.196,4.15547
2016-12-03,30,728.135,4.14417
2016-12-04,30,727.193,4.134
2016-12-05,30,726.373,4.12498
2016-12-06,30,725.677,4.11709
2016-12-07,30,725.115,4.11043
2016-12-08,30,724.724,4.10498
2016-12-09,30,724.464,4.10074
2016-12-10,30,724.337,4.09773
2016-12-11,30,724.344,4.09597
2016-12-12,30,724.487,4.09544
2016-12-13,30,724.766,4.09622
2016-12-14,30,725.183,4.09829
2016-12-15,30,725.739,4.10165
2016-12-16,30,725.742,4.10078
2016-12-17,30,725.186,4.09565
2016-12-18,30,724.77,4.09178
2016-12-19,30,724.543,4.08913
2016-12-20,30,724.451,4.08782
2016-12-21,30,724.495,4.08778
2016-12-22,30,724.675,4.08904
2016-12-23,30,724.991,4.09155
2016-12-24,30,725.443,4.09535
2016-12-25,30,726.03,4.10041
2016-12-26,30,726.753,4.10675
2016-12-27,30,727.611,4.11435
2016-12-28,30,728.602,4.12322
2016-12-29,30,729.776,4.13333
2016-12-30,30,731.085,4.1447
2016-12-31,30,732.523,4.15729
2017-01-01,30,734.077,4.17103
2017-01-02,30,735.778,4.1861
2017-01-03,30,737.604,4.20236
2017-01-04,30,739.552,4.21975
2017-01-05,30,741.622,4.23844
2017-01-06,30,743.81,4.25821
2017-01-07,30,746.115,4.27912
2017-01-08,30,748.533,4.30114
2017-01-09,30,751.062,4.32425
2017-01-10,30,753.727,4.34845
2017-01-11,30,756.509,4.3737
2017-01-12,30,759.391,4.39997
2017-01-13,30,762.371,4.42725
2017-01-14,30,765.446,4.45552
2017-01-15,30,768.613,4.48474
2017-01-16,30,771.565,4.51237
2017-01-17,30,774.3,4.5384
2017-01-18,30,777.123,4.56533
2017-01-19,30,780.028,4.59313
2017-01-20,30,783.012,4.62178
2017-01-21,30,786.073,4.6513
2017-01-22,30,789.206,4.68155
2017-01-23,30,792.408,4.71258
2017-01-24,30,795.676,4.74433
2017-01-25,30,799.005,4.77678
2017-01-26,30,802.393,4.8099
2017-01-27,30,805.834,4.84367
2017-01-28,30,809.327,4.87809
2017-01-29,30,812.866,4.91305
2017-01-30,30,816.449,4.94857
2017-01-31,30,820.071,4.9846
2017-02-01,30,823.729,5.02112
2017-02-02,30,827.419,5.05814
2017-02-03,30,831.138,5.09555
2017-02-04,30,834.882,5.13337
2017-02-05,30,838.647,5.17155
2017-02-06,30,842.43,5.21007
2017-02-07,30,846.226,5.24892
2017-02-08,30,850.034,5.28803
2017-02-09,30,853.849,5.3274
2017-02-10,30,857.667,5.36698
2017-02-11,30,861.487,5.40677
2017-02-12,30,865.304,5.44672
2017-02-13,30,869.115,5.48681
2017-02-14,30,872.917,5.527
2017-02-15,30,877.996,5.57869
2017-02-16,30,883.045,5.63035
2017-02-17,30,888.061,5.68198
2017-02-18,30,893.042,5.73354
2017-02-19,30,897.984,5.78502
2017-02-20,30,902.884,5.83637
2017-02-21,30,907.739,5.88756
2017-02-22,30,912.548,5.93857
2017-02-23,30,917.307,5.98941
2017-02-24,30,922.014,6.03999
2017-02-25,30,926.666,6.09031
2017-02-26,30,931.261,6.14039
2017-02-27,30,935.797,6.19013
2017-02-28,30,940.271,6.23955
2017-03-01,30,944.682,6.28861
2017-03-02,30,949.027,6.33734
2017-03-03,30,953.31,6.38565
2017-03-04,30,957.557,6.43354
2017-03-05,30,961.734,6.48104
2017-03-06,30,965.839,6.52806
2017-03-07,30,969.872,6.5746
2017-03-08,30,973.829,6.6207
2017-03-09,30,977.711,6.66626
2017-03-10,30,981.515,6.71131
2017-03-11,30,985.242,6.75586
2017-03-12,30,988.89,6.79985
2017-03-13,30,992.457,6.84327
2017-03-14,30,995.945,6.88616
2017-03-15,30,999.35,6.92845
2017-03-16,30,1001.972,6.96349
2017-03-17,30,1003.823,6.99146
2017-03-18,30,1005.645,7.01896
2017-03-19,30,1007.404,7.04601
2017-03-20,30,1009.1,7.07262
2017-03-21,30,1010.73,7.09875
2017-03-22,30,1012.295,7.12441
2017-03-23,30,1013.794,7.14961
2017-03-24,30,1015.227,7.17432
2017-03-25,30,1016.594,7.19853
2017-03-26,30,1017.895,7.22226
2017-03-27,30,1019.13,7.24547
2017-03-28,30,1020.298,7.26819
2017-03-29,30,1021.4,7.29038
2017-03-30,30,1022.437,7.3121
2017-03-31,30,1023.407,7.33328
2017-04-01,30,1024.313,7.35394
2017-04-02,30,1025.164,7.3741
2017-04-03,30,1025.974,7.39372
2017-04-04,30,1026.721,7.41282
2017-04-05,30,1027.403,7.43142
2017-04-06,30,1028.022,7.44948
2017-04-07,30,1028.579,7.46703
2017-04-08,30,1029.074,7.48406
2017-04-09,30,1029.508,7.50058
2017-04-10,30,1029.882,7.51658
2017-04-11,30,1030.198,7.53207
2017-04-12,30,1030.455,7.54706
2017-04-13,30,1030.656,7.56154
2017-04-14,30,1030.801,7.57552
2017-04-15,30,1030.891,7.589
2017-04-16,30,1031.185,7.60436
2017-04-17,30,1031.423,7.61918
2017-04-18,30,1031.607,7.6335
2017-04-19,30,1031.738,7.6473
2017-04-20,30,1031.821,7.66059
2017-04-21,30,1031.874,7.67338
2017-04-22,30,1031.877,7.68568
2017-04-23,30,1031.832,7.69749
2017-04-24,30,1031.74,7.70882
2017-04-25,30,1031.603,7.71968
2017-04-26,30,1031.422,7.73007
2017-04-27,30,1031.199,7.73999
2017-04-28,30,1030.935,7.74946
2017-04-29,30,1030.631,7.75849
2017-04-30,30,1030.291,7.76709
2017-05-01,30,1029.914,7.77525
2017-05-02,30,1029.503,7.78299
2017-05-03,30,1029.059,7.79035
2017-05-04,30,1028.584,7.7973
2017-05-05,30,1028.079,7.80386
2017-05-06,30,1027.546,7.81004
2017-05-07,30,1026.988,7.81583
2017-05-08,30,1026.404,7.82127
2017-05-09,30,1025.798,7.82634
2017-05-10,30,1025.17,7.83107
2017-05-11,30,1024.522,7.83546
2017-05-12,30,1023.856,7.83952
2017-05-13,30,1023.174,7.84325
2017-05-14,30,1022.476,7.84668
2017-05-15,30,1021.765,7.8498
2017-05-16,30,1020.858,7.85102
2017-05-17,30,1019.76,7.85038
2017-05-18,30,1018.656,7.84949
2017-05-19,30,1017.547,7.84837
2017-05-20,30,1016.435,7.84702
2017-05-21,30,1015.321,7.84545
2017-05-22,30,1014.205,7.84367
2017-05-23,30,1013.09,7.84168
2017-05-24,30,1011.977,7.83949
2017-05-25,30,1010.866,7.83712
2017-05-26,30,1009.758,7.83459
2017-05-27,30,1008.656,7.83188
2017-05-28,30,1007.559,7.82899
2017-05-29,30,1006.469,7.82593
2017-05-30,30,1005.387,7.8227
2017-05-31,30,1004.313,7.81931
2017-06-01,30,1003.249,7.81576
2017-06-02,30,1002.196,7.81205
2017-06-03,30,1001.154,7.8082
2017-06-04,30,1000.123,7.8042
2017-06-05,30,999.106,7.80006
2017-06-06,30,998.101,7.79577
2017-06-07,30,997.126,7.79135
2017-06-08,30,996.171,7.7868
2017-06-09,30,995.231,7.78212
2017-06-10,30,994.307,7.77731
2017-06-11,30,993.4,7.77237
2017-06-12,30,992.509,7.76733
2017-06-13,30,991.635,7.76219
2017-06-14,30,990.778,7.75692
2017-06-15,30,989.938,7.75153
2017-06-16,30,989.849,7.75233
2017-06-17,30,989.776,7.753
2017-06-18,30,989.72,7.75354
2017-06-19,30,989.682,7.75394
2017-06-20,30,989.66,7.75421
2017-06-21,30,989.656,7.75436
2017-06-22,30,989.67,7.75438
2017-06-23,30,989.7,7.75428
2017-06-24,30,989.749,7.75405
2017-06-25,30,989.815,7.7537
2017-06-26,30,989.898,7.75322
2017-06-27,30,989.998,7.75261
2017-06-28,30,990.115,7.75187
2017-06-29,30,990.248,7.75101
2017-06-30,30,990.407,7.75002
2017-07-01,30,990.591,7.74889
